# Checking deviation from orthogonality of eigenvectors (dot product).
# Filename:           k1_l-1_b0.27_s0.9999/k1_l-1_b0.27_s0.9999_Check_Orthogonality.txt
# Program version:    Spectral_2.0
# Started in:         Fri Jan 30 15:09:24 2026
# Digits used:        15
# ================================================================================
# Level i,	Level j,	Error
# ================================================================================
9	27	1.13277442981285503265e-15
9	28	1.24726617922732430088e-15
9	29	2.49366499671666019822e-16
9	30	-4.40619762898109001981e-16
9	31	7.97972798949331263429e-17
9	32	1.04777297948999148502e-15
9	33	7.97972798949331263429e-16
9	34	1.17961196366422882420e-16
9	35	9.99200722162640886381e-16
9	36	8.95117313604032460717e-16
9	37	5.41233724504763813457e-16
9	38	7.49400541621980664786e-16
9	39	7.35522753814166208031e-16
9	40	-3.46944695195361418882e-17
9	41	-1.38777878078144567553e-17
9	42	-2.22044604925031308085e-16
9	43	-3.12250225675825276994e-16
9	44	-1.11022302462515654042e-16
9	45	4.09394740330526474281e-16
9	46	6.24500451351650553988e-17
9	47	-1.52655665885959024308e-16
9	48	2.70616862252381906728e-16
9	49	4.23272528138340931037e-16
9	50	-7.63278329429795121541e-17
9	51	-8.32667268468867405318e-17
9	52	-3.19189119579732505372e-16
9	53	-5.75928194024299955345e-16
9	54	-4.23272528138340931037e-16
9	55	-6.24500451351650553988e-17
9	56	-1.11022302462515654042e-16
9	57	-2.63677968348474678351e-16
9	58	-3.40005801291454190505e-16
9	59	3.53883589099268647260e-16
9	60	-2.84494650060196363484e-16
9	61	-7.63278329429795121541e-17
9	62	1.45716771982051795931e-16
9	63	-1.45716771982051795931e-16
9	64	0.00000000000000000000e+00
9	65	-1.73472347597680709441e-16
9	66	1.31838984174237339175e-16
9	67	-4.16333634234433702659e-17
9	68	1.31838984174237339175e-16
9	69	-1.87350135405495166196e-16
9	70	1.38777878078144567553e-16
9	71	-4.85722573273505986435e-17
9	72	1.52655665885959024308e-16
9	73	4.16333634234433702659e-17
9	74	-1.11022302462515654042e-16
9	75	2.08166817117216851329e-17
9	76	-1.94289029309402394574e-16
9	77	-1.38777878078144567553e-17
9	78	-1.31838984174237339175e-16
9	79	1.24900090270330110798e-16
9	80	1.04083408558608425665e-16
9	81	-9.71445146547011972871e-17
9	82	4.16333634234433702659e-17
9	83	2.22044604925031308085e-16
9	84	-6.24500451351650553988e-17
9	85	-1.38777878078144567553e-16
9	86	-2.63677968348474678351e-16
9	87	-1.24900090270330110798e-16
9	88	-2.49800180540660221595e-16
9	89	-3.46944695195361418882e-17
9	90	-1.59594559789866252686e-16
9	91	-1.38777878078144567553e-17
9	92	2.77555756156289135106e-17
9	93	7.63278329429795121541e-17
9	94	4.16333634234433702659e-17
9	95	-1.38777878078144567553e-17
9	96	2.08166817117216851329e-17
9	97	1.38777878078144567553e-16
9	98	2.84494650060196363484e-16
9	99	5.41233724504763813457e-16
9	100	-2.77555756156289135106e-17
10	11	-5.93969318174458749127e-15
10	12	3.83026943495679006446e-15
10	13	1.33226762955018784851e-15
10	14	-2.78943534937070580781e-15
10	15	-2.29677388219329259300e-15
10	16	6.73072708679001152632e-16
10	17	-4.44089209850062616169e-16
10	18	5.55111512312578270212e-16
10	19	-1.94289029309402394574e-16
10	20	1.25593979660720833635e-15
10	21	1.85268467234322997683e-15
10	22	2.30371277609719982138e-15
10	23	2.82412981889024194970e-15
10	24	2.34881558647259680583e-15
10	25	4.52415882534751290223e-15
10	26	7.71605002114483795594e-15
10	27	-4.78783679369598758058e-16
10	28	6.10622663543836097233e-16
10	29	1.01307850997045534314e-15
10	30	-6.93889390390722837765e-18
10	31	6.43582409587395432027e-16
10	32	4.16333634234433702659e-16
10	33	7.28583859910258979653e-17
10	34	-4.14598910758456895564e-16
10	35	3.71230823859036718204e-16
10	36	2.39174999250302278142e-16
10	37	1.76941794549634323630e-16
10	38	4.63171168085807494208e-16
10	39	5.03069808033274057379e-16
10	40	6.24500451351650553988e-17
10	41	-2.18575157973077693896e-16
10	42	-1.28369537222283724986e-16
10	43	4.78783679369598758058e-16
10	44	6.24500451351650553988e-17
10	45	-1.76941794549634323630e-16
10	46	1.24900090270330110798e-16
10	47	7.63278329429795121541e-17
10	48	3.12250225675825276994e-17
10	49	-7.63278329429795121541e-17
10	50	-7.63278329429795121541e-17
10	51	-7.28583859910258979653e-17
10	52	-1.31838984174237339175e-16
10	53	-1.04083408558608425665e-17
10	54	-1.24900090270330110798e-16
10	55	2.08166817117216851329e-16
10	56	-6.93889390390722837765e-18
10	57	1.70002900645727095252e-16
10	58	0.00000000000000000000e+00
10	59	2.01227923213309622952e-16
10	60	6.24500451351650553988e-17
10	61	-1.07552855510562039854e-16
10	62	-1.87350135405495166196e-16
10	63	-2.28983498828938536462e-16
10	64	-2.42861286636752993218e-16
10	65	4.51028103753969844547e-17
10	66	-1.38777878078144567553e-17
10	67	-6.93889390390722837765e-17
10	68	-1.11022302462515654042e-16
10	69	-8.67361737988403547206e-17
10	70	4.85722573273505986435e-17
10	71	4.51028103753969844547e-17
10	72	6.59194920871186695877e-17
10	73	-1.14491749414469268231e-16
10	74	1.73472347597680709441e-17
10	75	-3.46944695195361418882e-18
10	76	-6.93889390390722837765e-17
10	77	5.89805981832114412100e-17
10	78	2.08166817117216851329e-16
10	79	-1.59594559789866252686e-16
10	80	5.20417042793042128324e-17
10	81	-6.93889390390722837765e-17
10	82	-1.38777878078144567553e-16
10	83	-1.45716771982051795931e-16
10	84	2.39391839684799379029e-16
10	85	2.39391839684799379029e-16
10	86	2.70616862252381906728e-16
10	87	3.60822483003175875638e-16
10	88	1.11022302462515654042e-16
10	89	1.38777878078144567553e-17
10	90	2.77555756156289135106e-17
10	91	-4.16333634234433702659e-17
10	92	1.49186218934005410119e-16
10	93	1.73472347597680709441e-17
10	94	6.59194920871186695877e-17
10	95	2.22044604925031308085e-16
10	96	2.94902990916057206050e-16
10	97	3.81639164714897560771e-17
10	98	2.81025203108242749295e-16
10	99	0.00000000000000000000e+00
10	100	4.40619762898109001981e-16
11	12	-7.69939667577546060784e-14
11	13	-1.94289029309402394574e-15
11	14	1.22124532708767219447e-15
11	15	-1.38777878078144567553e-15
11	16	1.41553435639707458904e-15
11	17	9.15933995315754145849e-16
11	18	1.87350135405495166196e-15
11	19	5.23886489744995742512e-16
11	20	-2.70616862252381906728e-16
11	21	3.60822483003175875638e-16
11	22	4.78783679369598758058e-16
11	23	1.29063426612674447824e-15
11	24	-4.64905891561784301302e-16
11	25	6.66133814775093924254e-16
11	26	5.41233724504763813457e-16
11	27	-1.19348975147204328096e-15
11	28	-1.32532873564628062013e-15
11	29	-8.88178419700125232339e-16
11	30	-3.50414142147315033071e-16
11	31	3.36536354339500576316e-16
11	32	3.23525928269674523108e-16
11	33	5.10008701937181285757e-16
11	34	2.35922392732845764840e-16
11	35	3.36536354339500576316e-16
11	36	1.05818132034585232759e-16
11	37	4.57099635919888669378e-16
11	38	-8.32667268468867405318e-17
11	39	5.03069808033274057379e-16
11	40	7.04297731246583680331e-16
11	41	5.48172618408671041834e-16
11	42	8.46545056276681862073e-16
11	43	6.86950496486815609387e-16
11	44	4.37150315946155387792e-16
11	45	9.71445146547011972871e-17
11	46	9.71445146547011972871e-17
11	47	-2.91433543964103591861e-16
11	48	-4.99600361081320443191e-16
11	49	-4.16333634234433702659e-17
11	50	4.16333634234433702659e-17
11	51	-6.93889390390722837765e-17
11	52	1.38777878078144567553e-17
11	53	3.05311331771918048616e-16
11	54	8.32667268468867405318e-17
11	55	1.52655665885959024308e-16
11	56	-2.77555756156289135106e-17
11	57	-1.38777878078144567553e-16
11	58	-2.08166817117216851329e-16
11	59	-1.11022302462515654042e-16
11	60	-2.01227923213309622952e-16
11	61	1.94289029309402394574e-16
11	62	1.59594559789866252686e-16
11	63	8.32667268468867405318e-17
11	64	1.38777878078144567553e-17
11	65	-1.59594559789866252686e-16
11	66	9.02056207507939689094e-17
11	67	-3.46944695195361418882e-17
11	68	9.71445146547011972871e-17
11	69	1.17961196366422882420e-16
11	70	8.32667268468867405318e-17
11	71	3.12250225675825276994e-16
11	72	1.45716771982051795931e-16
11	73	9.71445146547011972871e-17
11	74	2.42861286636752993218e-16
11	75	2.77555756156289135106e-17
11	76	1.87350135405495166196e-16
11	77	2.08166817117216851329e-17
11	78	2.49800180540660221595e-16
11	79	-5.55111512312578270212e-17
11	80	-3.05311331771918048616e-16
11	81	-9.71445146547011972871e-17
11	82	-1.66533453693773481064e-16
11	83	-2.08166817117216851329e-17
11	84	1.17961196366422882420e-16
11	85	-1.24900090270330110798e-16
11	86	-2.91433543964103591861e-16
11	87	-7.63278329429795121541e-17
11	88	-1.94289029309402394574e-16
11	89	-2.98372437868010820239e-16
11	90	-9.71445146547011972871e-17
11	91	-8.32667268468867405318e-17
11	92	8.32667268468867405318e-17
11	93	-6.93889390390722837765e-17
11	94	6.93889390390722837765e-17
11	95	1.24900090270330110798e-16
11	96	-2.01227923213309622952e-16
11	97	-6.93889390390722837765e-17
11	98	-6.93889390390722837765e-18
11	99	-2.08166817117216851329e-17
11	100	2.08166817117216851329e-17
12	13	-2.80053757961695737322e-14
12	14	-1.78468351208493913873e-14
12	15	4.44089209850062616169e-16
12	16	9.43689570931383059360e-16
12	17	-8.88178419700125232339e-16
12	18	1.27675647831893002149e-15
12	19	4.99600361081320443191e-16
12	20	-2.74780198594726243755e-15
12	21	-2.27595720048157090787e-15
12	22	-1.24900090270330110798e-15
12	23	-4.61436444609830687114e-16
12	24	-1.59941504485061614105e-15
12	25	-3.67761376907083104015e-16
12	26	-2.94902990916057206050e-16
12	27	-8.08381139805192105996e-16
12	28	6.38378239159465010744e-16
12	29	3.46944695195361418882e-18
12	30	-3.67761376907083104015e-16
12	31	2.08166817117216851329e-17
12	32	6.93889390390722837765e-17
12	33	-8.23993651088983369846e-16
12	34	8.06646416329215298902e-17
12	35	-3.69929781252054112883e-16
12	36	1.07552855510562039854e-16
12	37	-1.26634813746306917892e-16
12	38	-3.81639164714897560771e-17
12	39	-3.29597460435593347938e-17
12	40	-1.02348685082631618570e-16
12	41	1.75207071073657516536e-16
12	42	2.70616862252381906728e-16
12	43	-9.54097911787243901927e-17
12	44	2.16840434497100886801e-16
12	45	1.96023752785379201669e-16
12	46	1.24900090270330110798e-16
12	47	-1.23165366794353303703e-16
12	48	1.11022302462515654042e-16
12	49	-1.24900090270330110798e-16
12	50	1.31838984174237339175e-16
12	51	-1.38777878078144567553e-17
12	52	8.67361737988403547206e-18
12	53	-1.28369537222283724986e-16
12	54	1.90819582357448780385e-17
12	55	4.23272528138340931037e-16
12	56	2.23779328401008115179e-16
12	57	1.04083408558608425665e-17
12	58	-1.05818132034585232759e-16
12	59	-5.20417042793042128324e-18
12	60	-4.85722573273505986435e-17
12	61	5.70724023596369534062e-16
12	62	9.19403442267707760038e-17
12	63	1.75207071073657516536e-16
12	64	2.25514051876984922274e-16
12	65	7.97972798949331263429e-17
12	66	6.85215773010838802293e-17
12	67	1.30104260698260532081e-17
12	68	1.21430643318376496609e-17
12	69	1.62196645003831463328e-16
12	70	-1.57859836313889445591e-16
12	71	1.30104260698260532081e-16
12	72	5.63785129692462305684e-17
12	73	1.02348685082631618570e-16
12	74	1.55257751099924234950e-16
12	75	-1.73472347597680709441e-18
12	76	4.51028103753969844547e-17
12	77	8.50014503228635476262e-17
12	78	1.10154940724527250495e-16
12	79	2.38524477946810975482e-16
12	80	1.85615411929518359102e-16
12	81	-1.04083408558608425665e-16
12	82	4.07660016854549667187e-17
12	83	1.06685493772573636306e-16
12	84	3.57353036051222261449e-16
12	85	3.36536354339500576316e-16
12	86	1.45716771982051795931e-16
12	87	6.33174068731534589460e-17
12	88	2.23779328401008115179e-16
12	89	-1.25767452008318514345e-16
12	90	3.77302356024955543035e-16
12	91	7.63278329429795121541e-17
12	92	8.93382590128055653622e-17
12	93	2.68882138776405099634e-16
12	94	6.24500451351650553988e-17
12	95	2.74953670942323924464e-16
12	96	3.93782229046735210432e-16
12	97	5.82867087928207183722e-16
12	98	1.28369537222283724986e-16
12	99	-2.14238349283135676160e-16
12	100	3.34801630863523769222e-16
13	14	-4.79234707473352727902e-14
13	15	-7.49053596926785303367e-15
13	16	-5.82867087928207183722e-16
13	17	-2.63677968348474678351e-15
13	18	-3.33066907387546962127e-16
13	19	1.94289029309402394574e-15
13	20	-1.60982338570647698361e-15
13	21	-1.88737914186276611872e-15
13	22	4.99600361081320443191e-16
13	23	3.60822483003175875638e-16
13	24	-5.82867087928207183722e-16
13	25	3.74700270810990332393e-16
13	26	-6.66133814775093924254e-16
13	27	-9.36750677027475830982e-16
13	28	-1.11022302462515654042e-16
13	29	-2.77555756156289135106e-17
13	30	-3.88578058618804789148e-16
13	31	-3.40005801291454190505e-16
13	32	2.28983498828938536462e-16
13	33	-4.02455846426619245904e-16
13	34	2.77555756156289135106e-16
13	35	-3.53883589099268647260e-16
13	36	1.49186218934005410119e-16
13	37	-2.08166817117216851329e-16
13	38	-6.24500451351650553988e-17
13	39	-3.46944695195361418882e-17
13	40	2.02962646689286430046e-16
13	41	3.29597460435593347938e-16
13	42	3.32199545649558558580e-16
13	43	5.31692745386891374437e-16
13	44	3.39138439553465786958e-16
13	45	1.37910516340156164006e-16
13	46	1.99059518868338614084e-16
13	47	1.70870262383715498800e-16
13	48	4.33680868994201773603e-17
13	49	4.54063869836929256962e-16
13	50	3.17454396103755698277e-16
13	51	2.19442519711066097443e-16
13	52	1.57426155444895243818e-16
13	53	2.89698820488126784767e-16
13	54	-5.89805981832114412100e-17
13	55	4.19803081186387316848e-16
13	56	2.10335221462187860197e-16
13	57	-1.22731685925359101930e-16
13	58	-2.77555756156289135106e-17
13	59	-1.90819582357448780385e-17
13	60	-1.61329283265843059780e-16
13	61	1.67834496300756086384e-16
13	62	-6.93889390390722837765e-18
13	63	8.10983225019157316638e-17
13	64	1.58293517182883647365e-16
13	65	1.54824070230930033176e-16
13	66	1.34441069388202549817e-16
13	67	-1.29236898960272128534e-16
13	68	1.49186218934005410119e-16
13	69	1.08420217248550443401e-16
13	70	1.82145964977564744913e-17
13	71	1.28369537222283724986e-16
13	72	1.49186218934005410119e-16
13	73	2.31585584042903747104e-16
13	74	2.36789754470834168387e-16
13	75	2.91433543964103591861e-16
13	76	1.78676518025611130724e-16
13	77	2.77555756156289135106e-16
13	78	1.01481323344643215023e-16
13	79	1.89084858881471973291e-16
13	80	2.75821032680312328011e-16
13	81	1.08420217248550443401e-16
13	82	3.25260651745651330202e-16
13	83	2.51534904016637028690e-17
13	84	2.34187669256868957746e-16
13	85	1.57859836313889445591e-16
13	86	3.66026653431106296921e-16
13	87	3.53883589099268647260e-16
13	88	1.76941794549634323630e-16
13	89	-5.20417042793042128324e-18
13	90	1.78676518025611130724e-16
13	91	6.93889390390722837765e-18
13	92	1.31838984174237339175e-16
13	93	1.73472347597680709441e-18
13	94	1.54390389361935831403e-16
13	95	-3.12250225675825276994e-17
13	96	1.76941794549634323630e-16
13	97	3.71230823859036718204e-16
13	98	4.26741975090294545225e-16
13	99	1.52655665885959024308e-16
13	100	6.10622663543836097233e-16
14	15	-2.57710519591114461946e-14
14	16	9.88792381306780043815e-16
14	17	5.00988139862101888866e-15
14	18	1.69829428298129414543e-15
14	19	2.60902410786911787000e-15
14	20	-2.05391259555653959978e-15
14	21	-7.21644966006351751275e-16
14	22	1.94289029309402394574e-15
14	23	-8.88178419700125232339e-16
14	24	-1.11022302462515654042e-16
14	25	1.05471187339389871340e-15
14	26	-7.77156117237609578297e-16
14	27	-7.21644966006351751275e-16
14	28	-6.93889390390722837765e-16
14	29	-2.49800180540660221595e-16
14	30	1.11022302462515654042e-16
14	31	5.27355936696949356701e-16
14	32	4.16333634234433702659e-16
14	33	6.52256026967279467499e-16
14	34	-4.85722573273505986435e-17
14	35	-2.84494650060196363484e-16
14	36	1.52655665885959024308e-16
14	37	-3.74700270810990332393e-16
14	38	-4.51028103753969844547e-17
14	39	-6.93889390390722837765e-16
14	40	-1.38777878078144567553e-16
14	41	-1.45716771982051795931e-16
14	42	3.05311331771918048616e-16
14	43	5.20417042793042128324e-17
14	44	-6.93889390390722837765e-18
14	45	-1.90819582357448780385e-16
14	46	1.17961196366422882420e-16
14	47	6.24500451351650553988e-17
14	48	5.03069808033274057379e-17
14	49	2.42861286636752993218e-16
14	50	-3.12250225675825276994e-17
14	51	4.64905891561784301302e-16
14	52	4.23272528138340931037e-16
14	53	3.78169717762943946582e-16
14	54	1.80411241501587937819e-16
14	55	2.65412691824451485445e-16
14	56	1.21430643318376496609e-16
14	57	1.59594559789866252686e-16
14	58	2.96637714392034013144e-16
14	59	1.76941794549634323630e-16
14	60	1.19695919842399689514e-16
14	61	1.40512601554121374647e-16
14	62	2.49800180540660221595e-16
14	63	4.85722573273505986435e-17
14	64	1.02348685082631618570e-16
14	65	4.51028103753969844547e-17
14	66	9.19403442267707760038e-17
14	67	1.73472347597680709441e-18
14	68	-1.73472347597680709441e-18
14	69	1.49186218934005410119e-16
14	70	9.88792381306780043815e-17
14	71	-1.28369537222283724986e-16
14	72	1.64798730217796673969e-16
14	73	1.21430643318376496609e-16
14	74	-7.97972798949331263429e-17
14	75	4.33680868994201773603e-17
14	76	2.16840434497100886801e-16
14	77	3.29597460435593347938e-16
14	78	3.55618312575245454354e-16
14	79	3.83373888190874367865e-16
14	80	4.59701721133853880019e-16
14	81	3.01841884819964434428e-16
14	82	1.73472347597680709441e-16
14	83	1.33573707650214146270e-16
14	84	3.92047505570758403337e-16
14	85	4.33680868994201773603e-17
14	86	2.70616862252381906728e-16
14	87	-8.32667268468867405318e-17
14	88	1.59594559789866252686e-16
14	89	-6.93889390390722837765e-18
14	90	1.23165366794353303703e-16
14	91	3.64291929955129489827e-17
14	92	-1.78676518025611130724e-16
14	93	1.52655665885959024308e-16
14	94	3.93782229046735210432e-16
14	95	-1.38777878078144567553e-17
14	96	2.37657116208822571934e-16
14	97	-1.19695919842399689514e-16
14	98	2.61943244872497871256e-16
14	99	-1.23165366794353303703e-16
14	100	7.45931094670027050597e-17
15	16	1.10467190950203075772e-14
15	17	1.69447789133414516982e-14
15	18	2.86923262926563893416e-15
15	19	-1.94289029309402394574e-16
15	20	-2.52575738102223112946e-15
15	21	-2.84494650060196363484e-16
15	22	-8.18789480661052948562e-16
15	23	-1.49880108324396132957e-15
15	24	-8.32667268468867405318e-16
15	25	2.22044604925031308085e-16
15	26	-1.27675647831893002149e-15
15	27	-2.05391259555653959978e-15
15	28	-1.16573417585641436744e-15
15	29	-2.49800180540660221595e-15
15	30	-1.11022302462515654042e-15
15	31	-4.99600361081320443191e-16
15	32	-2.49800180540660221595e-16
15	33	-6.66133814775093924254e-16
15	34	-4.99600361081320443191e-16
15	35	-3.33066907387546962127e-16
15	36	-3.88578058618804789148e-16
15	37	-3.19189119579732505372e-16
15	38	-5.68989300120392726967e-16
15	39	-2.49800180540660221595e-16
15	40	-3.88578058618804789148e-16
15	41	-9.15933995315754145849e-16
15	42	-3.60822483003175875638e-16
15	43	-5.55111512312578270212e-17
15	44	-1.38777878078144567553e-17
15	45	2.01227923213309622952e-16
15	46	3.60822483003175875638e-16
15	47	2.70616862252381906728e-16
15	48	1.04083408558608425665e-16
15	49	2.28983498828938536462e-16
15	50	8.32667268468867405318e-17
15	51	-1.59594559789866252686e-16
15	52	3.95516952522712017526e-16
15	53	2.77555756156289135106e-16
15	54	2.15105711021124079707e-16
15	55	1.38777878078144567553e-17
15	56	2.63677968348474678351e-16
15	57	2.18575157973077693896e-16
15	58	4.99600361081320443191e-16
15	59	9.02056207507939689094e-17
15	60	2.08166817117216851329e-16
15	61	6.93889390390722837765e-18
15	62	1.87350135405495166196e-16
15	63	2.22044604925031308085e-16
15	64	1.76941794549634323630e-16
15	65	9.36750677027475830982e-17
15	66	4.37150315946155387792e-16
15	67	1.21430643318376496609e-16
15	68	2.87964097012149977672e-16
15	69	7.97972798949331263429e-17
15	70	6.24500451351650553988e-17
15	71	2.39391839684799379029e-16
15	72	3.71230823859036718204e-16
15	73	5.27355936696949356701e-16
15	74	3.26128013483639733749e-16
15	75	1.38777878078144567553e-16
15	76	2.08166817117216851329e-16
15	77	4.12864187282480088470e-16
15	78	2.15105711021124079707e-16
15	79	3.43475248243407804694e-16
15	80	3.67761376907083104015e-16
15	81	1.49186218934005410119e-16
15	82	3.46944695195361418882e-16
15	83	3.05311331771918048616e-16
15	84	6.93889390390722837765e-18
15	85	3.53883589099268647260e-16
15	86	4.64905891561784301302e-16
15	87	6.00214322687975254667e-16
15	88	4.33680868994201773603e-16
15	89	1.76941794549634323630e-16
15	90	1.83880688453541552008e-16
15	91	3.67761376907083104015e-16
15	92	5.37764277552810199268e-16
15	93	4.12864187282480088470e-16
15	94	4.37150315946155387792e-16
15	95	3.19189119579732505372e-16
15	96	5.62050406216485498589e-16
15	97	3.67761376907083104015e-16
15	98	-2.08166817117216851329e-17
15	99	6.41847686111418624932e-16
15	100	8.32667268468867405318e-16
16	17	1.72778458207289986603e-14
16	18	-6.10622663543836097233e-16
16	19	-5.30131494258512248052e-15
16	20	-7.18869408444788859924e-15
16	21	-4.51028103753969844547e-16
16	22	-1.29063426612674447824e-15
16	23	3.60822483003175875638e-16
16	24	-9.71445146547011972871e-16
16	25	-1.56125112837912638497e-15
16	26	-2.22044604925031308085e-16
16	27	-1.11022302462515654042e-16
16	28	1.66533453693773481064e-16
16	29	3.88578058618804789148e-16
16	30	9.99200722162640886381e-16
16	31	0.00000000000000000000e+00
16	32	9.99200722162640886381e-16
16	33	2.22044604925031308085e-16
16	34	4.44089209850062616169e-16
16	35	2.77555756156289135106e-16
16	36	4.99600361081320443191e-16
16	37	5.55111512312578270212e-16
16	38	4.99600361081320443191e-16
16	39	2.22044604925031308085e-16
16	40	-3.33066907387546962127e-16
16	41	-3.05311331771918048616e-16
16	42	-1.66533453693773481064e-16
16	43	1.38777878078144567553e-16
16	44	-1.66533453693773481064e-16
16	45	1.66533453693773481064e-16
16	46	3.33066907387546962127e-16
16	47	3.33066907387546962127e-16
16	48	2.35922392732845764840e-16
16	49	9.71445146547011972871e-17
16	50	0.00000000000000000000e+00
16	51	-1.24900090270330110798e-16
16	52	6.93889390390722837765e-17
16	53	5.55111512312578270212e-17
16	54	-1.66533453693773481064e-16
16	55	-2.63677968348474678351e-16
16	56	-9.71445146547011972871e-17
16	57	1.38777878078144567553e-17
16	58	5.55111512312578270212e-17
16	59	7.63278329429795121541e-17
16	60	-1.45716771982051795931e-16
16	61	6.93889390390722837765e-18
16	62	-2.63677968348474678351e-16
16	63	9.02056207507939689094e-17
16	64	9.02056207507939689094e-17
16	65	-4.16333634234433702659e-17
16	66	1.45716771982051795931e-16
16	67	2.77555756156289135106e-17
16	68	-1.73472347597680709441e-16
16	69	-2.28983498828938536462e-16
16	70	2.77555756156289135106e-17
16	71	3.26128013483639733749e-16
16	72	-8.32667268468867405318e-17
16	73	9.71445146547011972871e-17
16	74	1.17961196366422882420e-16
16	75	1.73472347597680709441e-16
16	76	1.80411241501587937819e-16
16	77	1.45716771982051795931e-16
16	78	-2.01227923213309622952e-16
16	79	9.02056207507939689094e-17
16	80	6.93889390390722837765e-17
16	81	2.22044604925031308085e-16
16	82	3.74700270810990332393e-16
16	83	1.94289029309402394574e-16
16	84	9.71445146547011972871e-17
16	85	3.46944695195361418882e-16
16	86	1.94289029309402394574e-16
16	87	-4.16333634234433702659e-17
16	88	2.77555756156289135106e-17
16	89	1.38777878078144567553e-17
16	90	1.24900090270330110798e-16
16	91	-1.80411241501587937819e-16
16	92	1.94289029309402394574e-16
16	93	-6.93889390390722837765e-17
16	94	5.55111512312578270212e-17
16	95	1.80411241501587937819e-16
16	96	1.24900090270330110798e-16
16	97	2.77555756156289135106e-17
16	98	-5.55111512312578270212e-17
16	99	6.93889390390722837765e-17
16	100	4.44089209850062616169e-16
17	18	1.11022302462515654042e-15
17	19	7.11583569845686270128e-15
17	20	5.89805981832114412100e-15
17	21	6.07847105982273205882e-15
17	22	6.93889390390722837765e-16
17	23	2.68535194081209738215e-15
17	24	-9.02056207507939689094e-17
17	25	-7.35522753814166208031e-16
17	26	-1.94289029309402394574e-16
17	27	-7.35522753814166208031e-16
17	28	1.38777878078144567553e-17
17	29	2.94902990916057206050e-16
17	30	-1.38777878078144567553e-16
17	31	-4.44089209850062616169e-16
17	32	-2.77555756156289135106e-17
17	33	-5.55111512312578270212e-16
17	34	-3.33066907387546962127e-16
17	35	-1.11022302462515654042e-16
17	36	-1.66533453693773481064e-16
17	37	-1.66533453693773481064e-16
17	38	-6.10622663543836097233e-16
17	39	-3.33066907387546962127e-16
17	40	-3.33066907387546962127e-16
17	41	5.55111512312578270212e-17
17	42	0.00000000000000000000e+00
17	43	0.00000000000000000000e+00
17	44	-5.55111512312578270212e-17
17	45	-5.55111512312578270212e-17
17	46	1.94289029309402394574e-16
17	47	1.94289029309402394574e-16
17	48	1.38777878078144567553e-16
17	49	5.55111512312578270212e-17
17	50	1.66533453693773481064e-16
17	51	-8.32667268468867405318e-17
17	52	2.49800180540660221595e-16
17	53	1.11022302462515654042e-16
17	54	2.77555756156289135106e-17
17	55	2.77555756156289135106e-17
17	56	-1.38777878078144567553e-16
17	57	-2.08166817117216851329e-16
17	58	1.38777878078144567553e-17
17	59	-2.77555756156289135106e-17
17	60	-4.16333634234433702659e-17
17	61	1.66533453693773481064e-16
17	62	5.55111512312578270212e-17
17	63	2.35922392732845764840e-16
17	64	8.32667268468867405318e-17
17	65	1.38777878078144567553e-16
17	66	0.00000000000000000000e+00
17	67	-5.55111512312578270212e-17
17	68	1.11022302462515654042e-16
17	69	2.77555756156289135106e-17
17	70	-2.77555756156289135106e-16
17	71	-8.32667268468867405318e-17
17	72	-1.24900090270330110798e-16
17	73	-1.52655665885959024308e-16
17	74	-4.16333634234433702659e-17
17	75	9.71445146547011972871e-17
17	76	-1.38777878078144567553e-16
17	77	-1.80411241501587937819e-16
17	78	8.32667268468867405318e-17
17	79	-2.77555756156289135106e-17
17	80	8.32667268468867405318e-17
17	81	1.38777878078144567553e-16
17	82	-1.38777878078144567553e-17
17	83	-4.16333634234433702659e-17
17	84	-2.63677968348474678351e-16
17	85	-1.11022302462515654042e-16
17	86	-9.71445146547011972871e-17
17	87	-2.35922392732845764840e-16
17	88	-2.91433543964103591861e-16
17	89	-2.77555756156289135106e-17
17	90	-8.32667268468867405318e-17
17	91	-2.49800180540660221595e-16
17	92	-2.77555756156289135106e-17
17	93	-1.38777878078144567553e-16
17	94	1.80411241501587937819e-16
17	95	-2.35922392732845764840e-16
17	96	-1.94289029309402394574e-16
17	97	0.00000000000000000000e+00
17	98	2.35922392732845764840e-16
17	99	-1.11022302462515654042e-16
17	100	-4.99600361081320443191e-16
18	19	1.21014309684142062906e-14
18	20	9.45077349712164505036e-15
18	21	3.30291349825984070776e-15
18	22	-2.40085729075190101867e-15
18	23	2.37310171513627210516e-15
18	24	1.27675647831893002149e-15
18	25	6.38378239159465010744e-16
18	26	-1.33920652345409507689e-15
18	27	-1.15879528195250713907e-15
18	28	-1.30451205393455893500e-15
18	29	8.88178419700125232339e-16
18	30	-3.05311331771918048616e-16
18	31	-1.11022302462515654042e-16
18	32	-7.21644966006351751275e-16
18	33	-3.88578058618804789148e-16
18	34	-1.51267887105177578633e-15
18	35	2.77555756156289135106e-17
18	36	2.77555756156289135106e-17
18	37	4.16333634234433702659e-16
18	38	2.77555756156289135106e-17
18	39	-2.77555756156289135106e-16
18	40	0.00000000000000000000e+00
18	41	5.55111512312578270212e-17
18	42	2.22044604925031308085e-16
18	43	-3.88578058618804789148e-16
18	44	1.66533453693773481064e-16
18	45	-6.66133814775093924254e-16
18	46	4.99600361081320443191e-16
18	47	1.66533453693773481064e-16
